10,1,0,0,0,0,0,0,0,0,0,1.001078511,1.000849217,1.000867242,1.000637997,1.000559709,1.000330534,1.001636075,1.001406654,1.001328542,1.001099191,0.125150615,C
11,1,0,0,0,0,0,0,0,0,0,1.001849504,1.001681246,1.001014183,1.000846064,1.001014183,1.000846064,1.002705085,1.002536683,1.00224393,1.002075605,0.282111013,C
12,1,0,0,0,0,0,0,0,0,0,1.002004658,1.001797901,1.001753493,1.001546788,1.001753493,1.001546788,1.00236816,1.002161328,1.001753493,1.001546788,0.112217849,C
13,1,0,0,0,0,0,0,0,0,0,1.001508599,1.001248332,1.001366752,1.001106522,1.001366752,1.001106522,1.001673967,1.001413657,1.001366752,1.001106522,0.051329424,C
14,1,0,0,0,0,0,0,0,0,0,1.001623035,1.001263606,1.001135115,1.000775861,1.000981566,1.000622367,1.002056405,1.00169682,1.00159576,1.00123634,0.125632581,C
15,1,0,0,0,0,0,0,0,0,0,1.000841459,1.000451432,1.001109839,1.000719708,1.000649418,1.000259466,1.001263313,1.000873122,1.000802892,1.00041288,0.077596594,C
16,1,0,0,0,0,0,0,0,0,0,1.001011326,1.000722527,1.00036772,1.000079106,1.000214313,0.999925743,1.001288163,1.000999283,1.000981348,1.000692558,0.087476906,V
17,1,0,0,0,0,0,0,0,0,0,1.000428722,1.000262884,1.000773612,1.000607716,1.000160205,0.999994411,1.000773612,1.000607716,1.00062026,1.00045439,0.060888425,V
18,1,0,0,0,0,0,0,0,0,0,1.000327545,1.000258249,1.000274768,1.000205476,0.999968124,0.999898852,1.000734735,1.000665411,1.000274768,1.000205476,0.068760543,V
19,1,0,0,0,0,0,0,0,0,0,0.99975475,0.999645065,1.000179646,1.000069914,0.999566415,0.999456751,1.000332954,1.000223205,0.999719723,0.999610042,0.072696602,C
21,1,0,0,0,0,0,0,0,0,0,1.00107015,1.000957801,1.000382351,1.000270079,1.000382351,1.000270079,1.001455394,1.001343001,1.001455394,1.001343001,0.161940718,V
22,1,0,0,0,0,0,0,0,0,0,1.000964873,1.000898391,1.001247102,1.001180601,1.000634062,1.000567602,1.001400362,1.00133385,1.000787322,1.000720851,0.104827697,V
23,1,0,0,0,0,0,0,0,0,0,1.000473977,1.000336743,1.00047772,1.000340485,1.000171248,1.000034055,1.000784192,1.000646914,1.000171248,1.000034055,0.059121215,V
24,1,0,0,0,0,0,0,0,0,0,1.000320209,1.000211945,1.00000038,0.999892151,1.00000038,0.999892151,1.000766429,1.000658118,1.00061322,1.000504924,0.055908105,V
26,1,0,0,0,0,0,0,0,0,0,0.999342069,0.999269024,0.999811302,0.999738222,0.999045516,0.998972492,0.99996446,0.999891369,0.99935183,0.999278784,0.138565347,V
27,1,0,0,0,0,0,0,0,0,0,0.998687634,0.998784437,0.999351834,0.999448701,0.998279733,0.998376495,0.999351834,0.999448701,0.998739205,0.998836012,0.118724396,C
28,1,0,0,0,0,0,0,0,0,0,0.99887794,0.999077738,0.998957441,0.999157256,0.998497869,0.998697591,0.999263823,0.999463699,0.998804251,0.999004034,0.059201542,C
29,1,0,0,0,0,0,0,0,0,0,0.99870073,0.998868639,0.999096177,0.999264152,0.998483235,0.998651107,0.999096177,0.999264152,0.998942942,0.999110891,0.097035906,C
30,1,0,0,0,0,0,0,0,0,0,0.999121346,0.999365738,0.99907066,0.99931504,0.998917382,0.999161724,0.999223939,0.999468356,0.99907066,0.99931504,0.020081934,C
31,1,0,0,0,0,0,0,0,0,0,0.999432081,0.999690786,0.999378427,0.999637118,0.998611797,0.99887029,1.000298383,1.000557312,0.999991731,1.000250581,0.180576753,C
32,1,0,0,0,0,0,0,0,0,0,1.000316781,1.000487971,1.000434881,1.000606092,1.00012814,1.000299299,1.000434881,1.000606092,1.000434881,1.000606092,0.022973733,C
33,1,0,0,0,0,0,0,0,0,0,1.00070584,1.000706573,1.000557268,1.000558001,1.00025049,1.000251222,1.001017435,1.001018168,1.001017435,1.001018168,0.099686722,C
34,1,0,0,0,0,0,0,0,0,0,1.000870938,1.000834576,1.000794066,1.000757707,1.000640687,1.000604334,1.000947444,1.00091108,1.000794066,1.000757707,0.033576994,C
35,1,0,0,0,0,0,0,0,0,0,1.000316114,1.000151654,1.000674193,1.000509674,0.999754033,0.999589665,1.000827553,1.000663009,1.000827553,1.000663009,0.12033095,C
37,1,0,0,0,0,0,0,0,0,0,1.000123167,0.999924156,1.000152904,0.999953887,0.999692993,0.999494068,1.000612815,1.000413707,1.000459512,1.000260433,0.066591694,C
38,1,0,0,0,0,0,0,0,0,0,1.000099498,1.000043598,1.000114746,1.000058844,0.999654923,0.999599047,1.000421294,1.000365375,0.999961471,0.999905578,0.045947466,C
39,1,0,0,0,0,0,0,0,0,0,0.999524372,0.999500178,1.000054484,1.000030277,0.999134894,0.999110709,1.000054484,1.000030277,0.999594689,0.999570493,0.087637561,C
40,1,0,0,0,0,0,0,0,0,0,0.999385473,0.999456838,0.999467187,0.999538558,0.999160649,0.999231998,0.999620456,0.999691838,0.999160649,0.999231998,0.027793397,C
41,1,0,0,0,0,0,0,0,0,0,0.999354457,0.999367522,0.999439564,0.999452631,0.998826411,0.998839469,0.999899428,0.999912501,0.999132987,0.99914605,0.128685035,C
42,1,0,0,0,0,0,0,0,0,0,1.000053112,1.000225816,0.999209248,0.999381806,0.999209248,0.999381806,1.000588948,1.000761744,1.000435648,1.000608418,0.120571933,C
43,1,0,0,0,0,0,0,0,0,0,1.000991746,1.001023601,1.000585823,1.000617665,1.000279177,1.000311009,1.001352438,1.001384304,1.001199115,1.001230976,0.170375131,C
44,1,0,0,0,0,0,0,0,0,0,1.00128638,1.001273822,1.001128501,1.001115945,1.000975188,1.000962634,1.001588437,1.001575875,1.001435125,1.001422565,0.11856374,N
45,1,0,0,0,0,0,0,0,0,0,1.001631007,1.001467231,1.001448309,1.001284562,1.001295018,1.001131297,1.001908181,1.001744359,1.001448309,1.001284562,0.145634187,C
46,1,0,0,0,0,0,0,0,0,0,1.000833865,1.000559761,1.001137672,1.000863485,1.0005247,1.000250681,1.001290916,1.001016687,1.000831186,1.000557083,0.087235923,C
47,1,0,0,0,0,0,0,0,0,0,1.00056469,1.000266014,1.000501079,1.000202421,1.000347886,1.000049274,1.000654271,1.000355568,1.000501079,1.000202421,0.042091734,C
48,1,0,0,0,0,0,0,0,0,0,1.000844392,1.000628568,1.000328958,1.000113245,1.000328958,1.000113245,1.001247815,1.001031903,1.000941529,1.000725684,0.123142421,N
49,1,0,0,0,0,0,0,0,0,0,1.001046157,1.000903169,1.000509685,1.000366774,1.000356585,1.000213696,1.001428286,1.001285244,1.001275186,1.001132165,0.18812756,N
50,1,0,0,0,0,0,0,0,0,0,1.000664497,1.000525924,1.00088869,1.000750086,1.000276432,1.000137913,1.001041754,1.000903129,1.000429497,1.000290956,0.146678448,N
51,1,0,0,0,0,0,0,0,0,0,1.000621672,1.000571899,1.000391386,1.000341625,1.000238351,1.000188598,1.000850492,1.000800708,1.000544422,1.000494653,0.092216242,N
52,1,0,0,0,0,0,0,0,0,0,1.000417731,1.000245736,1.000437438,1.000265439,1.0001314,0.999959454,1.000590457,1.000418432,1.0001314,0.999959454,0.031729456,N
53,1,0,0,0,0,0,0,0,0,0,1.000007513,0.999834576,1.000087871,0.99991492,0.999781893,0.999608996,1.00024086,1.000067883,0.999781893,0.999608996,0.047634348,N
54,1,0,0,0,0,0,0,0,0,0,0.999853083,0.999802621,0.999625532,0.999575082,0.999625532,0.999575082,0.999931462,0.999880996,0.999778497,0.999728039,0.019358985,N
55,1,0,0,0,0,0,0,0,0,0,1.000097913,1.000139868,0.999900732,0.999942679,0.999900732,0.999942679,1.000359613,1.000401579,0.999900732,0.999942679,0.033817977,N
56,1,0,0,0,0,0,0,0,0,0,1.00041277,1.000403693,1.000081657,1.000072583,0.999928693,0.99991962,1.000693515,1.000684435,0.999928693,0.99991962,0.085790023,N
