@relation classification-training-weka.filters.unsupervised.attribute.Remove-R1

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute Classe {C,N,V}

@data
12,1.000286,1.000281,1.000338,1.000333,1.000033,1.000028,1.000491,1.000486,1.000033,1.000028,-0.852092,V
12,0.999915,0.999944,1.000124,1.000153,0.999667,0.999695,1.000276,1.000305,0.999971,1,-0.613777,V
12,0.999884,0.999847,1.000006,0.999969,0.999701,0.999664,1.000158,1.000121,0.999853,0.999817,-0.298072,V
12,0.999784,0.999741,0.999679,0.999637,0.999679,0.999637,0.999832,0.99979,0.999679,0.999637,-0.923341,V
12,0.999766,0.999822,0.999663,0.999719,0.999663,0.999719,0.999815,0.999871,0.999663,0.999719,-0.758732,V
12,0.99973,0.999803,0.999736,0.999809,0.999584,0.999657,0.999889,0.999962,0.999584,0.999657,-0.702224,V
12,0.999673,0.999718,0.999677,0.999721,0.999524,0.999569,0.999829,0.999873,0.999829,0.999873,-0.628518,V
12,0.999513,0.999565,0.999749,0.999802,0.999292,0.999345,0.999902,0.999954,0.999444,0.999497,-0.241564,V
12,0.999788,0.999846,0.999788,0.999846,0.999483,0.999541,0.99994,0.999999,0.999635,0.999694,-0.562183,V
12,0.999585,0.999652,0.999709,0.999775,0.999404,0.99947,0.999709,0.999775,0.999404,0.99947,-0.404945,N
12,0.99964,0.99972,0.999658,0.999738,0.999505,0.999585,0.99981,0.99989,0.999658,0.999738,-0.493391,V
12,0.998912,0.998996,0.99899,0.999074,0.998685,0.998769,0.999143,0.999226,0.99899,0.999074,1.303797,N
12,0.999039,0.999198,0.999022,0.99918,0.998869,0.999028,0.999174,0.999333,0.999022,0.99918,-0.472508,N
12,0.999224,0.999414,0.99926,0.999451,0.999108,0.999299,0.999413,0.999604,0.999108,0.999299,-0.525331,N
12,0.999606,0.999774,0.99951,0.999678,0.999357,0.999525,0.999662,0.999831,0.99951,0.999678,-0.801727,N
12,0.999803,0.999971,0.999701,0.999869,0.999701,0.999869,0.999853,1.000021,0.999701,0.999869,-0.591666,N
12,0.99962,0.999698,0.999872,0.999949,0.999566,0.999644,0.999872,0.999949,0.999719,0.999797,-0.692397,N
12,0.999849,0.999884,0.999827,0.999862,0.999674,0.999709,0.999979,1.000014,0.999827,0.999862,-0.688711,N
12,0.999609,0.999627,0.999873,0.999891,0.999415,0.999433,0.999873,0.999891,0.999568,0.999586,-0.336153,C
12,0.999762,0.999801,0.999623,0.999662,0.999623,0.999662,0.999929,0.999967,0.999776,0.999815,-0.849635,N
12,0.999695,0.999758,0.999682,0.999745,0.999529,0.999592,0.999835,0.999898,0.999682,0.999745,-0.531473,C
12,0.999969,1.000054,0.999769,0.999855,0.999769,0.999855,1.000227,1.000313,1.000075,1.00016,-0.572011,N
12,1.000489,1.000496,1.000155,1.000162,1.000155,1.000162,1.000613,1.00062,1.000613,1.00062,-0.300528,N
12,1.000504,1.000491,1.00057,1.000557,1.000265,1.000252,1.000723,1.00071,1.000723,1.00071,-0.177686,N
12,1.000496,1.000414,1.000661,1.000579,1.000203,1.000121,1.000814,1.000731,1.000508,1.000426,0.337025,N
12,1.000488,1.000406,1.000385,1.000303,1.000385,1.000303,1.000537,1.000456,1.000537,1.000456,-0.810326,N
12,1.000205,1.000074,1.000415,1.000285,0.999957,0.999827,1.000415,1.000285,0.999957,0.999827,-0.6666,N
12,0.999616,0.999522,0.99982,0.999726,0.999209,0.999115,0.999972,0.999879,0.999362,0.999268,-0.331239,C
12,0.999628,0.999658,0.999469,0.999498,0.999469,0.999498,0.999774,0.999803,0.999621,0.99965,-0.857006,N
12,0.999695,0.999738,0.999685,0.999727,0.999532,0.999575,0.999837,0.99988,0.999837,0.99988,-0.902458,N
12,1.000024,1.000085,1.000059,1.00012,0.999754,0.999814,1.000212,1.000273,0.999906,0.999967,-0.793128,N
12,1.00009,1.000157,0.999959,1.000025,0.999959,1.000025,1.000264,1.000331,1.000111,1.000178,-0.974935,V
12,1.000158,1.000197,1.000162,1.000201,0.999857,0.999896,1.000315,1.000354,1.000162,1.000201,-0.688711,V
12,1.000407,1.000357,1.000267,1.000217,1.000114,1.000065,1.000573,1.000523,1.000573,1.000523,-0.548671,V
12,1.000533,1.000451,1.000487,1.000405,1.000334,1.000253,1.00064,1.000558,1.00064,1.000558,-0.462681,V
12,1.00038,1.000318,1.000513,1.00045,1.000208,1.000145,1.000513,1.00045,1.00036,1.000298,-0.812783,V
12,1.000683,1.000615,1.000266,1.000198,1.000266,1.000198,1.000876,1.000808,1.000724,1.000656,0.237523,V
12,1.00027,1.000156,1.000747,1.000632,0.999678,0.999564,1.000747,1.000632,0.999831,0.999717,-0.124863,V
12,0.999662,0.999566,0.999548,0.999452,0.999548,0.999452,0.999854,0.999757,0.999701,0.999605,-0.789442,V
12,0.999268,0.99926,0.999648,0.99964,0.998885,0.998877,0.999648,0.99964,0.999343,0.999335,-0.133462,V
12,0.99941,0.999482,0.999409,0.999481,0.999256,0.999329,0.999562,0.999634,0.999562,0.999634,-0.809097,V
12,0.999677,0.999751,0.999686,0.99976,0.999533,0.999607,0.999838,0.999912,0.999686,0.99976,-0.888945,V
12,1.000034,1.000186,0.999785,0.999937,0.999785,0.999937,1.000243,1.000395,0.999785,0.999937,-0.675199,V
12,0.999769,0.999856,1.000071,1.000158,0.999613,0.9997,1.000071,1.000158,0.999613,0.9997,-0.681341,V
13,0.999287,0.999325,0.999714,0.999752,0.998951,0.998989,0.999867,0.999905,0.999256,0.999294,0.554457,N
13,0.999153,0.999186,0.999514,0.999548,0.998904,0.998937,0.999514,0.999548,0.999514,0.999548,0.193299,V
13,0.999019,0.999102,0.999476,0.999559,0.998866,0.998948,0.999476,0.999559,0.999171,0.999254,0.187157,N
13,0.999309,0.999461,0.999344,0.999496,0.999191,0.999343,0.999496,0.999649,0.999344,0.999496,-0.88526,N
13,0.999298,0.999515,0.999703,0.99992,0.999092,0.999308,0.999703,0.99992,0.999092,0.999308,-0.105209,N
13,0.999405,0.999591,0.999357,0.999543,0.999204,0.99939,0.999662,0.999848,0.999357,0.999543,-0.443026,N
13,0.999469,0.999578,0.999584,0.999692,0.999278,0.999386,0.999736,0.999845,0.999584,0.999692,0.031147,N
13,0.999494,0.999586,0.999887,0.999979,0.999123,0.999214,0.999887,0.999979,0.999276,0.999367,0.134335,C
13,0.99935,0.999418,0.999256,0.999323,0.999103,0.99917,0.999714,0.999782,0.999714,0.999782,-0.000792,N
13,0.999865,0.999995,0.99984,0.99997,0.999687,0.999817,0.999993,1.000123,0.99984,0.99997,-0.611321,N
13,1.000136,1.000202,0.999971,1.000037,0.999818,0.999884,1.000277,1.000343,1.000277,1.000343,-0.809097,N
13,1.000001,1.000028,1.00017,1.000198,0.999864,0.999892,1.00017,1.000198,1.000017,1.000045,-0.675199,N
13,1.000246,1.000223,1.000192,1.00017,1.000192,1.00017,1.000345,1.000323,1.000192,1.00017,-0.877889,N
13,0.999783,0.999691,1.000147,1.000056,0.999536,0.999444,1.000147,1.000056,0.999536,0.999444,0.115908,C
13,0.999616,0.999632,0.999475,0.999491,0.999475,0.999491,0.999934,0.99995,0.999934,0.99995,-0.622376,N
13,1.000034,1.000093,0.999834,0.999893,0.999681,0.99974,1.000292,1.000352,1.00014,1.000199,-0.282102,N
13,1.000802,1.000799,1.000343,1.000339,1.00019,1.000187,1.00126,1.001257,1.000955,1.000951,0.830853,N
13,1.001,1.000931,1.000729,1.00066,1.000729,1.00066,1.001188,1.001119,1.001035,1.000966,-0.664143,N
13,1.000922,1.000735,1.000873,1.000686,1.00072,1.000533,1.001026,1.000839,1.00072,1.000533,-0.850864,N
