@relation classification-training-weka.filters.unsupervised.attribute.Remove-R1

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute Classe {C,N,V}

@data
15,1.000459,1.00032,1.000317,1.000178,1.000165,1.000026,1.000925,1.000786,1.000925,1.000786,-0.613777,V
15,1.001237,1.001064,1.000754,1.000582,1.00045,1.000278,1.001666,1.001493,1.001514,1.001341,0.727665,V
15,1.000932,1.000767,1.001235,1.001069,1.000627,1.000462,1.001235,1.001069,1.000779,1.000614,-0.563412,V
15,0.999808,0.999629,1.000385,1.000206,0.999322,0.999144,1.000537,1.000358,0.999626,0.999447,0.214183,N
15,0.999212,0.999155,0.999333,0.999277,0.998877,0.998821,0.999484,0.999428,0.999029,0.998973,0.893503,N
15,0.999208,0.999255,0.999209,0.999255,0.998905,0.998952,0.999513,0.999559,0.999057,0.999104,-0.060985,N
15,0.998736,0.99875,0.999178,0.999193,0.998571,0.998585,0.999178,0.999193,0.998722,0.998737,0.295259,C
15,0.998708,0.99898,0.99871,0.998982,0.998406,0.998679,0.999318,0.99959,0.99871,0.998982,1.230092,C
15,0.999198,0.999522,0.999084,0.999408,0.99878,0.999104,0.99954,0.999864,0.999084,0.999408,-0.006934,C
15,0.999632,0.999811,0.999304,0.999483,0.999304,0.999483,0.999912,1.000091,0.99976,0.999939,-0.435655,C
15,0.999865,1.000002,0.999487,0.999624,0.999487,0.999624,1.000095,1.000232,0.999943,1.00008,-0.39266,C
15,1.000302,1.000321,1.000232,1.00025,1.00008,1.000098,1.000536,1.000554,1.000384,1.000402,-0.505676,C
15,1.000754,1.000711,1.00037,1.000327,1.00037,1.000327,1.000978,1.000935,1.000674,1.000631,-0.182599,C
15,1.000462,1.000388,1.00056,1.000485,1.000104,1.000029,1.000712,1.000638,1.000408,1.000333,-0.433199,C
16,1.000464,1.000406,1.000447,1.000388,0.999991,0.999932,1.000751,1.000692,1.000143,1.000084,0.152761,C
16,0.999579,0.999446,0.999892,0.999758,0.999284,0.99915,1.000044,0.99991,0.99974,0.999606,1.312396,C
16,0.999268,0.999229,0.99951,0.999471,0.999054,0.999015,0.999662,0.999623,0.999054,0.999015,-0.175229,C
16,0.999399,0.999554,0.999511,0.999666,0.999207,0.999362,0.999663,0.999818,0.999663,0.999818,-0.451625,C
16,1.000565,1.000706,0.999711,0.999851,0.999711,0.999851,1.001231,1.001372,1.001079,1.00122,1.327138,C
16,1.001268,1.001354,1.000997,1.001083,1.000693,1.000779,1.001757,1.001843,1.000997,1.001083,0.938955,C
16,1.000927,1.000794,1.0011,1.000966,1.000643,1.00051,1.001252,1.001118,1.000795,1.000662,-0.454082,C
16,1.000962,1.000794,1.000699,1.000532,1.000699,1.000532,1.001155,1.000988,1.001003,1.000836,-0.440569,C
16,1.000949,1.00068,1.000756,1.000487,1.000756,1.000487,1.00106,1.000791,1.000908,1.000639,-0.47128,N
16,1.001209,1.001075,1.000419,1.000285,1.000419,1.000285,1.001634,1.0015,1.001179,1.001044,0.711696,N
16,1.000904,1.000816,1.000937,1.000849,1.000633,1.000546,1.001241,1.001153,1.000937,1.000849,-0.366863,C
16,1.000904,1.000614,1.000836,1.000547,1.000533,1.000243,1.00114,1.000851,1.000836,1.000547,-0.18997,C
16,1.000092,0.999919,1.000334,1.000161,0.999879,0.999706,1.000334,1.000161,1.00003,0.999858,-0.653087,C
16,1.000008,0.999905,0.999714,0.999611,0.999714,0.999611,1.000321,1.000217,1.000017,0.999914,-0.750133,C
16,1.000151,1.000149,0.999924,0.999922,0.999924,0.999922,1.000227,1.000225,0.999924,0.999922,-0.393889,C
16,1.000163,1.000126,0.999907,0.99987,0.999907,0.99987,1.000362,1.000325,1.00021,1.000173,-0.739077,C
16,1.000305,1.000297,1.000161,1.000152,1.000161,1.000152,1.000464,1.000456,1.000312,1.000304,-0.778387,C
16,1.000275,1.000193,1.000138,1.000057,0.999987,0.999905,1.000442,1.00036,0.999987,0.999905,-0.89263,C
16,0.999764,0.99971,0.999886,0.999832,0.999582,0.999529,0.999886,0.999832,0.999734,0.99968,-0.438112,C
16,0.999444,0.999466,0.999871,0.999893,0.999113,0.999135,0.999871,0.999893,0.999113,0.999135,-0.078183,C
16,0.998955,0.999038,0.999188,0.999271,0.998582,0.998664,0.99934,0.999423,0.999037,0.999119,0.144162,C
16,0.99965,0.999792,0.999367,0.999509,0.999216,0.999358,0.999974,1.000116,0.999367,0.999509,-0.208396,C
16,0.999806,0.999938,0.99953,0.999662,0.999378,0.99951,1.000137,1.000269,0.999985,1.000117,-0.573239,C
16,1.000662,1.000693,1.000291,1.000322,1.000291,1.000322,1.000898,1.000929,1.000746,1.000777,-0.419686,C
16,1.001129,1.001069,1.000708,1.000647,1.000556,1.000496,1.001466,1.001406,1.001314,1.001254,0.461096,V
16,0.999414,0.999187,1,0.999773,0.998787,0.99856,1.000303,1.000076,0.998787,0.99856,1.260803,N
16,0.998581,0.998625,0.998871,0.998916,0.998265,0.998309,0.999023,0.999067,0.998417,0.998461,-0.144518,N
16,0.99916,0.999346,0.998598,0.998785,0.998598,0.998785,0.999508,0.999695,0.998901,0.999088,0.236294,N
16,0.999023,0.999368,0.999002,0.999347,0.99885,0.999195,0.999305,0.99965,0.999002,0.999347,-0.269818,N
16,0.999564,0.999859,0.99941,0.999705,0.999258,0.999553,0.999865,1.00016,0.99941,0.999705,-0.428285,C
16,0.999669,0.99978,0.999719,0.99983,0.999567,0.999678,0.999871,0.999982,0.999871,0.999982,-0.586752,C
16,1.000164,1.000202,0.999852,0.99989,0.999852,0.99989,1.000459,1.000498,1.000459,1.000498,-0.633432,C
16,1.000272,1.000232,1.000326,1.000286,0.999718,0.999679,1.000629,1.000589,0.99987,0.99983,-0.484793,C
16,0.999899,0.999924,0.999959,0.999984,0.999655,0.99968,1.000111,1.000136,0.999959,0.999984,-0.712052,C
16,0.999843,0.999822,0.999992,0.99997,0.999536,0.999515,1.000143,1.000122,0.999536,0.999515,-0.60395,C
16,0.999285,0.999297,0.999532,0.999545,0.998925,0.998937,0.999684,0.999696,0.999532,0.999545,-0.054843,C
16,0.999676,0.999706,0.999615,0.999645,0.999311,0.999341,0.999918,0.999948,0.999918,0.999948,-0.565869,C
16,1.000244,1.000326,1.00013,1.000211,0.999978,1.000059,1.000585,1.000667,1.00013,1.000211,-0.279645,C
16,1.000098,1.000091,1.000196,1.000189,0.999892,0.999886,1.000196,1.000189,0.999892,0.999886,-0.831209,C
16,0.9997,0.999699,1.000028,1.000028,0.999573,0.999572,1.000028,1.000028,0.999725,0.999724,-0.734163,C
16,0.999712,0.999637,0.999754,0.999679,0.99945,0.999376,0.999906,0.999831,0.999602,0.999528,-0.648173,C
16,0.999656,0.99964,0.999716,0.9997,0.999564,0.999548,0.999716,0.9997,0.999716,0.9997,-0.833666,C
16,1.000268,1.000358,0.999736,0.999826,0.999736,0.999826,1.000647,1.000737,1.000647,1.000737,-0.334924,C
16,1.000893,1.00095,1.000549,1.000607,1.000549,1.000607,1.001157,1.001214,1.001157,1.001214,-0.365635,C
16,1.000688,1.000634,1.000967,1.000913,1.00036,1.000306,1.000967,1.000913,1.000815,1.000761,-0.352122,C
16,1.00036,1.000231,1.000546,1.000417,1.000091,0.999962,1.000546,1.000417,1.000242,1.000114,-0.635889,C
16,1.000241,1.00011,1.000091,0.99996,0.999939,0.999809,1.000698,1.000568,1.000698,1.000568,-0.538843,C
16,1.000822,1.00067,1.000556,1.000404,1.000253,1.000101,1.001163,1.001011,1.001012,1.000859,0.319827,C
16,1.001029,1.000906,1.000792,1.00067,1.00064,1.000518,1.001399,1.001276,1.001399,1.001276,-0.043787,N
17,1.001116,1.001046,1.001337,1.001267,1.000731,1.00066,1.001489,1.001419,1.000882,1.000812,0.199441,C
17,1.000562,1.000301,1.00052,1.000259,1.000217,0.999956,1.000823,1.000562,1.000672,1.00041,-0.699767,N
17,1.000824,1.000687,1.00038,1.000243,1.00038,1.000243,1.00129,1.001152,1.001138,1.001001,0.042203,N
17,1.001109,1.000984,1.000868,1.000743,1.000868,1.000743,1.001171,1.001046,1.001019,1.000894,-0.662914,V
17,1.000531,1.000322,1.000947,1.000738,1.000039,0.99983,1.000947,1.000738,1.00019,0.999981,-0.191198,N
17,0.999849,0.999727,0.999949,0.999827,0.999646,0.999524,0.999949,0.999827,0.999798,0.999676,-0.762417,N
17,0.999274,0.999154,0.999703,0.999583,0.999097,0.998977,0.999703,0.999583,0.999097,0.998977,-0.201026,N
17,0.999366,0.999395,0.999062,0.999091,0.999062,0.999091,0.999819,0.999848,0.999668,0.999697,-0.69731,N
17,0.99963,0.999741,0.999606,0.999717,0.999606,0.999717,0.999757,0.999868,0.999606,0.999717,-0.898772,N
17,0.99997,1.000058,1.000343,1.00043,0.999888,0.999976,1.000343,1.00043,1.00004,1.000128,-0.712052,V
17,0.999963,0.999993,1.000122,1.000152,0.999819,0.999849,1.000122,1.000152,0.999819,0.999849,-0.906143,V
17,0.999743,0.999783,1.000046,1.000087,0.999289,0.999329,1.000198,1.000238,0.99944,0.999481,-0.342295,V
17,0.999589,0.999657,0.999351,0.999419,0.999351,0.999419,0.999805,0.999873,0.999805,0.999873,-0.802955,V
17,0.999864,0.999896,0.999908,0.99994,0.999604,0.999636,1.000059,1.000091,0.999756,0.999788,-0.973707,V
17,1.000027,1.00007,1.000229,1.000271,0.999774,0.999816,1.000229,1.000271,1.000077,1.00012,-0.865605,V
17,1.00065,1.000722,1.000113,1.000185,1.000113,1.000185,1.001022,1.001094,1.000719,1.000791,-0.47865,V
17,1.000561,1.000495,1.000719,1.000653,1.000416,1.00035,1.00087,1.000805,1.000416,1.00035,-0.653087,V
17,1.000204,1.00009,1.000301,1.000187,0.999998,0.999884,1.000301,1.000187,0.999998,0.999884,-0.928255,V
17,0.999875,0.999804,0.999875,0.999804,0.999875,0.999804,0.999875,0.999804,0.999875,0.999804,-0.859463,V
17,0.9993,0.999249,0.999672,0.99962,0.999066,0.999014,0.999672,0.99962,0.999369,0.999317,-0.583067,V
17,0.999708,0.999831,0.999756,0.999878,0.999605,0.999727,0.999908,1.00003,0.999908,1.00003,-0.826295,V
17,0.999873,0.999986,0.999895,1.000008,0.999744,0.999856,1.000047,1.00016,0.999895,1.000008,-0.929483,V
17,0.999369,0.999459,0.999672,0.999761,0.999066,0.999155,0.999672,0.999761,0.999369,0.999458,-0.691168,V
17,0.999175,0.999198,0.999512,0.999535,0.998906,0.998929,0.999512,0.999535,0.999361,0.999384,-0.629747,V
17,0.999019,0.999132,0.999464,0.999577,0.998706,0.998818,0.999464,0.999577,0.999009,0.999122,-0.605178,V
17,0.998895,0.99907,0.999208,0.999383,0.998602,0.998776,0.99936,0.999534,0.998602,0.998776,-0.521645,C
17,0.999364,0.999482,0.999962,1.000079,0.9989,0.999017,0.999962,1.000079,0.999051,0.999169,-0.558498,C
17,0.998779,0.9989,0.999069,0.99919,0.998613,0.998735,0.999069,0.99919,0.998917,0.999038,-0.402488,C
17,0.998673,0.998835,0.999148,0.999311,0.998389,0.998552,0.999148,0.999311,0.998996,0.999159,-0.269818,C
17,0.999203,0.999362,0.999123,0.999282,0.998972,0.99913,0.999427,0.999586,0.999123,0.999282,-0.498305,C
17,0.999353,0.999504,0.999346,0.999498,0.999194,0.999346,0.999498,0.99965,0.999346,0.999498,-0.896316,C
17,1.000782,1.000911,1.000544,1.000673,1.000088,1.000217,1.001456,1.001585,1.000088,1.000217,-0.06467,C
17,1.000638,1.000562,1.000278,1.000202,1.000278,1.000202,1.000886,1.00081,1.000582,1.000506,-0.817696,C
17,1.000367,1.000225,1.00045,1.000309,1.000298,1.000157,1.000602,1.00046,1.000298,1.000157,-0.868062,C
17,1.000434,1.000337,1.000134,1.000037,0.999982,0.999885,1.000742,1.000645,1.000286,1.000189,-0.358265,C
17,1.001238,1.001092,1.000307,1.000161,1.000307,1.000161,1.001978,1.001832,1.001067,1.00092,0.13065,V
17,1.000195,1.000088,1.00003,0.999923,0.999878,0.999771,1.000486,1.000378,0.999878,0.999771,-0.815239,N
17,0.999497,0.999365,1.000066,0.999934,0.999155,0.999023,1.000066,0.999934,0.999155,0.999023,-0.872975,C
17,0.99938,0.999338,0.999087,0.999045,0.998935,0.998894,0.999997,0.999956,0.999997,0.999956,-0.591666,N
17,1.000557,1.000709,1.000174,1.000326,1.000022,1.000174,1.000933,1.001085,1.000174,1.000326,-0.809097,N
17,1.000494,1.000479,1.000559,1.000544,0.9998,0.999786,1.001166,1.001152,1.000559,1.000544,-0.422143,V
17,0.99936,0.999274,0.999724,0.999638,0.998662,0.998576,1.000028,0.999942,0.998965,0.998879,-0.769788,N
9,1.007218,1.007155,1.006844,1.006781,1.006844,1.006781,1.008362,1.008299,1.007755,1.007692,-0.063442,C
9,1.007497,1.006684,1.005888,1.005077,1.005434,1.004623,1.008614,1.007801,1.007706,1.006893,6.116775,V
9,1.00608,1.0049,1.006372,1.005192,1.005464,1.004285,1.006523,1.005343,1.005767,1.004587,1.458579,V
9,1.003587,1.002114,1.004095,1.002621,1.002888,1.001415,1.004246,1.002772,1.002888,1.001415,1.1613,V
9,1.000929,0.999271,1.001204,0.999546,0.999998,0.998342,1.001656,0.999997,1.001354,0.999696,5.08244,V
9,1.000102,0.999917,0.999769,0.999584,0.999317,0.999133,1.000672,1.000487,0.999468,0.999283,1.269402,V
9,0.999472,0.999256,0.999442,0.999226,0.99869,0.998474,1.000195,0.999979,0.998991,0.998775,0.922985,V
9,0.998427,0.998636,0.998849,0.999058,0.998097,0.998306,0.998849,0.999058,0.998549,0.998757,0.31737,V
9,0.997905,0.998246,0.998894,0.999235,0.997238,0.997579,0.998894,0.999235,0.99784,0.998181,3.532164,C
9,0.998209,0.9983,0.999171,0.999262,0.997665,0.997756,0.999171,0.999262,0.997966,0.998057,2.093676,V
9,0.998352,0.998669,0.998423,0.99874,0.998122,0.998438,0.998725,0.999042,0.998273,0.998589,-0.073269,C
9,0.998221,0.998447,0.998873,0.999099,0.997817,0.998042,0.998873,0.999099,0.997967,0.998193,1.119533,C
9,0.998577,0.999049,0.998499,0.998971,0.998197,0.998668,0.999103,0.999575,0.998952,0.999424,0.554457,C
9,0.999589,0.999859,0.999519,0.999789,0.999368,0.999638,0.999821,1.000091,0.999368,0.999638,0.529888,C
9,1.000476,1.000584,1.000866,1.000974,1.00011,1.000218,1.000866,1.000974,1.000261,1.000369,-0.112579,C
9,1.000985,1.000986,1.000462,1.000463,1.000311,1.000312,1.00152,1.001521,1.001218,1.001219,0.956153,V
9,1.001467,1.001301,1.000969,1.000802,1.000969,1.000802,1.001725,1.001558,1.001725,1.001558,0.576569,V
9,1.001166,1.000909,1.001579,1.001322,1.000521,1.000265,1.00173,1.001473,1.000974,1.000718,0.846823,V
9,1.001018,1.000813,1.000627,1.000422,1.000627,1.000422,1.001382,1.001177,1.000929,1.000724,-0.330011,V
9,0.999871,0.99962,1.000491,1.00024,0.999133,0.998882,1.000642,1.000391,0.999133,0.998882,0.832081,V
9,0.999577,0.999558,0.999768,0.999749,0.999466,0.999447,0.999768,0.999749,0.999617,0.999598,-0.331239,V
9,0.99948,0.999573,0.999793,0.999887,0.99919,0.999283,0.999944,1.000038,0.999341,0.999434,-0.536386,V
9,0.999062,0.99918,0.999326,0.999445,0.998722,0.998841,0.999326,0.999445,0.999024,0.999143,-0.040102,V
9,0.998568,0.998798,0.999224,0.999455,0.998319,0.998549,0.999224,0.999455,0.998621,0.998851,0.59131,N
9,0.998367,0.998525,0.99882,0.998978,0.997913,0.998072,0.998971,0.999129,0.998366,0.998525,1.523686,C
9,0.998733,0.998956,0.998672,0.998895,0.99837,0.998593,0.998975,0.999197,0.998521,0.998744,-0.078183,C
9,0.999134,0.999402,0.998848,0.999116,0.998697,0.998965,0.999453,0.999721,0.999302,0.99957,-0.391432,C
9,0.999063,0.999336,0.99963,0.999903,0.998723,0.998996,0.99963,0.999903,0.999176,0.99945,0.411959,C
9,0.999696,0.999932,0.999516,0.999752,0.999214,0.99945,0.99997,1.000206,0.99997,1.000206,-0.063442,C
9,0.999834,0.999828,1.000093,1.000087,0.999639,0.999633,1.000093,1.000087,0.999639,0.999633,-0.634661,C
9,1.000364,1.000395,0.999802,0.999833,0.99965,0.999681,1.000709,1.00074,1.000709,1.00074,0.20067,V
9,1.000812,1.000717,1.000701,1.000605,1.000398,1.000303,1.001155,1.001059,1.001003,1.000908,0.029918,V
9,1.000967,1.000873,1.0005,1.000406,1.0005,1.000406,1.001256,1.001162,1.000651,1.000557,0.41933,V
9,1.000371,1.00021,1.000318,1.000158,1.000016,0.999855,1.000772,1.000611,1.000772,1.000611,-0.25262,V
9,1.000659,1.000466,1.00059,1.000398,0.999985,0.999793,1.001044,1.000851,0.999985,0.999793,0.574112,V
9,0.99974,0.999583,0.999898,0.999741,0.999293,0.999136,1.0002,1.000043,1.000049,0.999892,1.013889,V
9,1.00012,1.000102,0.999782,0.999764,0.99948,0.999462,1.000538,1.00052,0.999933,0.999915,0.007807,V
9,1.000338,1.00034,1.000056,1.000058,0.999905,0.999907,1.000661,1.000663,1.00051,1.000511,-0.47128,V
9,1.000151,1.000067,1.000145,1.000062,0.999541,0.999457,1.00075,1.000666,0.999994,0.999911,1.050741,V
9,0.999548,0.999568,1.000055,1.000074,0.998997,0.999017,1.000206,1.000225,0.999148,0.999168,0.559371,V
9,0.999318,0.999254,0.99906,0.998996,0.998758,0.998694,0.999815,0.999751,0.999362,0.999298,3.25454,V
9,0.999291,0.999353,0.999524,0.999586,0.99907,0.999132,0.999524,0.999586,0.99907,0.999132,-0.180143,V
9,0.999295,0.999424,0.999348,0.999477,0.998895,0.999024,0.999801,0.99993,0.998895,0.999024,-0.090467,C
9,0.999135,0.999313,0.999081,0.999259,0.998779,0.998957,0.999535,0.999713,0.999232,0.99941,1.209209,C
9,0.998862,0.999019,0.999603,0.99976,0.998242,0.998399,0.999603,0.99976,0.998696,0.998853,2.732458,C
9,1.000627,1.000761,1.000349,1.000483,1.000349,1.000483,1.000954,1.001088,1.000954,1.001088,1.120762,C
9,1.000865,1.000906,1.000861,1.000901,1.000558,1.000599,1.001164,1.001204,1.001012,1.001052,0.04466,C
10,1.000699,1.000518,1.000949,1.000768,1.000344,1.000163,1.0011,1.000919,1.000798,1.000617,0.526203,C
10,1.000419,1.000175,1.000691,1.000447,1.000086,0.999842,1.000842,1.000598,1.000389,1.000144,0.029918,C
10,1.000408,1.000324,0.999976,0.999892,0.999976,0.999892,1.000732,1.000647,1.00058,1.000496,0.108538,C
10,1.001078,1.000989,1.001047,1.000958,1.000594,1.000505,1.00135,1.001261,1.001047,1.000958,0.527432,C
10,1.000706,1.000507,1.000859,1.00066,1.000557,1.000358,1.000859,1.00066,1.000557,1.000358,-0.388975,C
10,1.00065,1.000536,1.000308,1.000194,1.000157,1.000043,1.001063,1.000949,1.000912,1.000798,0.031147,N
10,1.001238,1.001048,1.000896,1.000706,1.000745,1.000555,1.001651,1.00146,1.001198,1.001007,1.786569,N
10,1.000885,1.000645,1.000903,1.000663,1.000601,1.000361,1.001204,1.000965,1.001204,1.000965,0.206812,N
10,1.00065,1.000555,1.000271,1.000176,1.000271,1.000176,1.000874,1.000779,1.000723,1.000628,-0.468823,N
10,1.000788,1.000616,1.000573,1.000401,1.00012,0.999948,1.001327,1.001155,1.000271,1.000099,1.475777,C
10,0.999916,0.999731,1.000188,1.000004,0.999736,0.999551,1.000188,1.000004,0.999887,0.999702,-0.387747,C
10,0.999428,0.999434,0.999729,0.999735,0.999276,0.999282,0.999729,0.999735,0.999427,0.999433,-0.167858,C
10,0.999204,0.999234,0.999339,0.999369,0.999037,0.999067,0.99964,0.99967,0.999188,0.999218,0.212954,C
10,0.999563,0.999628,0.999295,0.999359,0.999144,0.999208,0.999747,0.999812,0.999445,0.99951,-0.251391,C
10,0.999556,0.999662,0.999698,0.999803,0.999396,0.999502,0.999698,0.999803,0.999547,0.999653,-0.782072,C
10,1.000021,1.00021,0.999686,0.999875,0.999536,0.999724,1.00029,1.000478,1.000139,1.000328,0.070457,C
10,1.000356,1.000407,1.000307,1.000357,1.000156,1.000206,1.000608,1.000659,1.000307,1.000357,-0.156802,C
10,1.000624,1.000522,1.00071,1.000609,1.000107,1.000005,1.001012,1.00091,1.000258,1.000156,-0.021675,C
10,0.999626,0.999486,1.000104,0.999964,0.999199,0.999059,1.000255,1.000115,0.999199,0.999059,0.212954,C
10,0.999605,0.999595,0.99911,0.999101,0.99911,0.999101,1.000166,1.000157,0.999563,0.999553,0.039746,C
10,0.999736,0.999757,0.999594,0.999615,0.999594,0.999615,0.999896,0.999917,0.999745,0.999766,-0.834894,C
10,0.999924,0.999924,0.99964,0.99964,0.99964,0.99964,1.000243,1.000244,1.000243,1.000244,-0.633432,C
10,1.00081,1.000911,1.000251,1.000351,1.0001,1.0002,1.001156,1.001256,1.001005,1.001105,0.340711,C
10,1.000772,1.000794,1.000863,1.000886,1.000411,1.000433,1.001014,1.001037,1.000863,1.000886,0.069228,C
10,1.000918,1.000769,1.000655,1.000507,1.000655,1.000507,1.001108,1.000959,1.000806,1.000658,-0.240335,C
10,1.001206,1.001028,1.000731,1.000553,1.000581,1.000402,1.001636,1.001458,1.001184,1.001005,2.252143,V
10,1.001102,1.000866,1.000902,1.000667,1.000752,1.000516,1.001355,1.001119,1.001053,1.000818,0.618335,V
10,1.000783,1.000524,1.000882,1.000623,1.000279,1.000021,1.001334,1.001076,1.00058,1.000322,2.034712,V
10,1.000857,1.000739,1.00027,1.000152,1.00027,1.000152,1.001023,1.000906,1.001023,1.000906,1.303797,V
10,1.00105,1.000868,1.000832,1.000649,1.00053,1.000348,1.001284,1.001101,1.00053,1.000348,2.384813,V
10,0.999783,0.999577,1.000261,1.000056,0.999358,0.999152,1.000412,1.000206,0.999508,0.999303,2.158783,V
10,0.998995,0.998963,0.999496,0.999463,0.998592,0.99856,0.999646,0.999614,0.998893,0.998861,1.409442,V
10,0.999824,0.999877,1.00014,1.000193,0.999387,0.99944,1.00014,1.000193,0.999387,0.99944,0.188386,V
10,0.998623,0.998731,0.999452,0.99956,0.997946,0.998054,0.999603,0.999711,0.998548,0.998656,2.534682,C
10,0.999286,0.99961,0.998934,0.999257,0.998783,0.999106,0.999687,1.000011,0.998934,0.999257,2.718946,C
10,0.998632,0.998707,0.99905,0.999125,0.998296,0.998372,0.99905,0.999125,0.998598,0.998673,1.533513,C
10,0.99888,0.999098,0.998802,0.99902,0.998501,0.998719,0.999254,0.999473,0.998953,0.999171,0.773117,C
10,0.999424,0.999737,0.999261,0.999574,0.998959,0.999273,0.999864,1.000178,0.999713,1.000027,-0.021675,C
10,1.000139,1.000216,0.999902,0.999979,0.999752,0.999828,1.000506,1.000583,0.999752,0.999828,0.254721,C
10,1.000634,1.000687,1.000383,1.000435,1.000383,1.000435,1.000835,1.000888,1.000534,1.000586,0.045888,C
10,1.00049,1.000364,1.000668,1.000543,0.999914,0.999788,1.001121,1.000995,1.00097,1.000845,0.985635,V
10,1.001569,1.001446,1.000808,1.000685,1.000657,1.000534,1.002317,1.002193,1.001412,1.001288,3.370012,V
10,1.001199,1.000983,1.001294,1.001077,1.000842,1.000625,1.001445,1.001228,1.001294,1.001077,0.398447,V
10,1.000727,1.00056,1.000828,1.000661,1.000527,1.00036,1.00113,1.000963,1.000678,1.00051,-0.734163,V
10,1.000113,0.999893,1.000605,1.000385,0.999701,0.999481,1.000605,1.000385,0.999851,0.999632,-0.28333,V
10,0.99966,0.999557,0.999642,0.999539,0.999492,0.999388,1.000094,0.999991,0.999492,0.999388,-0.073269,V
10,0.998975,0.998862,0.999433,0.999319,0.998528,0.998415,0.999583,0.99947,0.998528,0.998415,0.410731,V
10,0.998813,0.999113,0.998963,0.999263,0.998511,0.998811,0.999114,0.999414,0.998963,0.999263,0.520061,C
10,1.000876,1.001054,1.000803,1.000981,1.000652,1.00083,1.001256,1.001434,1.001256,1.001434,0.585168,V
11,1.000934,1.000792,1.001083,1.00094,1.000479,1.000336,1.001384,1.001241,1.00063,1.000487,0.829625,V
11,1.000003,0.99978,1.000408,1.000185,0.999653,0.999431,1.000559,1.000336,1.000106,0.999883,2.201778,V
11,0.999799,0.999617,0.999754,0.999572,0.999603,0.999421,1.000056,0.999874,0.999603,0.999421,0.082741,V
11,0.998969,0.998919,0.999459,0.99941,0.998705,0.998656,0.999459,0.99941,0.999158,0.999108,0.645361,V
11,0.999076,0.999231,0.999216,0.999372,0.998764,0.998919,0.999367,0.999522,0.999216,0.999372,0.463553,V
11,0.999367,0.999543,0.999448,0.999624,0.999147,0.999323,0.999599,0.999775,0.999298,0.999473,-0.554813,V
11,0.998914,0.999126,0.999368,0.999581,0.998463,0.998675,0.999519,0.999732,0.998765,0.998977,3.000255,V
11,0.99901,0.999173,0.999064,0.999228,0.998611,0.998775,0.999366,0.99953,0.998762,0.998926,0.112223,N
11,0.998547,0.998756,0.999009,0.999218,0.998103,0.998312,0.99916,0.999369,0.998254,0.998463,2.94989,C
11,1.000238,1.000399,1.000011,1.000172,1.000011,1.000172,1.000465,1.000625,1.000011,1.000172,0.233837,V
11,0.999458,0.999588,1.000132,1.000262,0.998924,0.999053,1.000283,1.000413,0.999226,0.999355,1.508945,N
11,0.999832,0.999926,0.999396,0.99949,0.999245,0.999338,1.000152,1.000245,1.000001,1.000094,-0.380376,V
11,0.999568,0.999613,1.000253,1.000298,0.999346,0.999391,1.000253,1.000298,0.999497,0.999542,-0.16663,V
11,0.999407,0.999508,0.999623,0.999723,0.999018,0.999119,0.999774,0.999875,0.999169,0.99927,-0.013076,N
11,0.999775,0.999996,0.999319,0.99954,0.999168,0.999389,1.000377,1.000598,1.000377,1.000598,0.592538,V
11,1.000206,1.000252,1.000599,1.000644,0.999691,0.999737,1.000599,1.000644,0.999843,0.999888,0.144162,N
11,1.000007,1.000077,0.999712,0.999782,0.999409,0.999479,1.000468,1.000538,1.000317,1.000387,0.985635,V
11,1.000192,1.000216,1.000228,1.000251,0.999774,0.999797,1.00053,1.000553,1.000379,1.000402,0.618335,V
11,0.999635,0.999535,1.000229,1.000129,0.999322,0.999222,1.00038,1.000281,0.999473,0.999373,0.352995,N
11,0.999337,0.999336,0.99942,0.999419,0.999118,0.999117,0.999571,0.99957,0.999269,0.999268,-0.084325,N
11,0.999554,0.999619,0.999677,0.999741,0.999374,0.999438,0.999979,1.000043,0.999525,0.99959,-0.042559,N
11,0.99986,0.999991,0.999779,0.99991,0.999477,0.999607,1.000082,1.000212,0.99993,1.000061,-0.681341,N
11,1.00015,1.000165,1.000062,1.000077,0.99991,0.999926,1.000516,1.000531,0.99991,0.999926,0.055715,N
11,0.999882,0.999834,0.999909,0.999861,0.999607,0.999559,1.000212,1.000164,0.999758,0.99971,0.117137,N
11,0.99983,0.999875,0.999726,0.999771,0.999575,0.99962,1.00018,1.000225,0.999726,0.999771,-0.339838,N
11,0.999454,0.999494,0.999632,0.999673,0.999178,0.999219,0.999935,0.999975,0.999632,0.999673,1.838163,C
11,0.999693,0.999714,0.999875,0.999896,0.999421,0.999442,1.000026,1.000047,0.999572,0.999593,-0.247706,C
11,0.999467,0.99959,0.999575,0.999698,0.999121,0.999244,0.999726,0.99985,0.999423,0.999547,0.260863,C
11,0.99981,0.999906,0.999739,0.999836,0.999437,0.999533,1.000193,1.00029,1.000193,1.00029,0.104853,C
11,1.000112,1.0002,1.000148,1.000236,0.999845,0.999933,1.000299,1.000387,1.000148,1.000236,-0.376691,C
11,1.000343,1.000334,1.000064,1.000056,0.999913,0.999904,1.000518,1.00051,1.000367,1.000358,-0.331239,C
